underlying,expiry,strike,option_type,bid,ask,iv,open_interest,volume,trade_date
AMZN,2025-03-14,165.0,call,29.57,30.88,0.234251,1743,567,2025-03-04
AMZN,2025-04-11,160.0,put,0.01,0.01,0.189151,474,82,2025-03-07
MSFT,2025-04-18,340.0,call,74.85,79.47,0.210961,269,45,2025-03-03
NVDA,2025-03-07,940.0,put,63.54,65.69,0.21652,286,150,2025-03-04
AAPL,2025-04-11,150.0,call,34.91,36.65,0.212136,214,9,2025-03-04
MSFT,2025-03-21,465.0,call,0.02,0.02,0.200816,172,23,2025-03-05
AMZN,2025-04-18,235.0,call,0.01,0.01,0.182439,130,19,2025-03-06
NVDA,2025-03-14,765.0,put,0.01,0.01,0.228217,2877,229,2025-03-06
GOOGL,2025-04-18,140.0,call,34.96,36.8,0.200463,1188,203,2025-03-03
AMZN,2025-04-04,175.0,put,0.06,0.06,0.191314,110,37,2025-03-07
AMZN,2025-03-21,195.0,call,3.31,3.43,0.209187,395,49,2025-03-07
MSFT,2025-04-11,500.0,call,0.01,0.01,0.176298,197,29,2025-03-04
MSFT,2025-03-21,475.0,call,0.01,0.01,0.208292,782,392,2025-03-04
NVDA,2025-04-18,875.0,put,21.78,22.23,0.207673,76,11,2025-03-07
AMZN,2025-03-07,230.0,put,34.04,35.9,0.188389,560,164,2025-03-06
MSFT,2025-03-21,355.0,call,59.38,62.08,0.236253,267,184,2025-03-06
MSFT,2025-04-11,435.0,put,21.52,22.3,0.203652,346,174,2025-03-07
MSFT,2025-03-21,405.0,call,14.7,15.05,0.227226,265,63,2025-03-03
GOOGL,2025-04-18,165.0,call,11.82,12.2,0.198546,332,74,2025-03-06
NVDA,2025-03-21,985.0,call,0.02,0.02,0.187553,513,164,2025-03-05
MSFT,2025-04-25,330.0,call,85.07,89.54,0.202542,1494,307,2025-03-05
NVDA,2025-04-11,790.0,put,1.19,1.24,0.206049,356,73,2025-03-04
AMZN,2025-04-18,230.0,put,32.89,34.5,0.210822,88,8,2025-03-05
AMZN,2025-03-14,215.0,put,19.33,20.1,7.911214,325,24,2025-03-04
MSFT,2025-04-25,355.0,put,0.21,0.23,0.209658,240,52,2025-03-03
NVDA,2025-03-14,745.0,call,128.34,133.9,0.236518,445,298,2025-03-03
NVDA,2025-04-25,1030.0,put,144.57,151.75,0.179556,744,79,2025-03-06
AMZN,2025-04-18,215.0,put,18.8,19.62,0.189663,1232,684,2025-03-07
AAPL,2025-03-07,175.0,call,9.87,10.18,0.229165,7611,2755,2025-03-06
GOOGL,2025-04-25,190.0,call,0.61,0.64,0.171356,18,2,2025-03-07
NVDA,2025-03-14,745.0,call,127.39,134.24,0.227305,1123,326,2025-03-06
NVDA,2025-03-28,895.0,call,11.93,12.23,0.210566,29,0,2025-03-03
GOOGL,2025-04-04,150.0,put,0.01,0.01,0.205713,1864,67,2025-03-03
MSFT,2025-04-11,395.0,call,23.97,24.68,0.187098,673,107,2025-03-05
NVDA,2025-03-21,720.0,call,,160.54,0.220466,239,115,2025-03-04
MSFT,2025-03-07,500.0,put,82.32,87.13,0.215932,798,300,2025-03-03
AMZN,2025-04-18,225.0,call,0.21,0.22,0.217398,767,65,2025-03-05
GOOGL,2025-03-14,170.0,call,5.72,5.87,0.201284,121,67,2025-03-04
NVDA,2025-04-25,810.0,put,4.53,4.68,0.208562,675,269,2025-03-05
AAPL,2025-04-04,175.0,call,11.42,11.85,0.200781,1060,238,2025-03-03
AMZN,2025-04-04,235.0,call,0.01,0.01,0.17863,486,199,2025-03-04
NVDA,2025-03-14,720.0,put,0.01,0.01,0.216882,706,24,2025-03-07
NVDA,2025-04-18,720.0,put,0.05,0.05,0.212753,764,75,2025-03-06
MSFT,2025-04-11,445.0,call,1.42,1.49,0.173338,58,1,2025-03-04
AMZN,2025-04-04,190.0,put,2.0,2.07,0.200391,2104,814,2025-03-06
GOOGL,2025-03-07,160.0,put,0.01,0.01,0.239859,860,475,2025-03-05
AMZN,2025-05-02,220.0,put,23.02,24.21,0.176225,478,171,2025-03-07
MSFT,2025-04-25,490.0,call,0.16,0.17,0.199913,249,71,2025-03-07
MSFT,2025-03-21,355.0,put,0.01,0.01,0.23861,291,160,2025-03-06
AAPL,2025-03-21,150.0,put,0.01,0.01,0.220744,150,60,2025-03-07
MSFT,2025-03-28,405.0,put,3.94,4.04,0.202838,70,1,2025-03-04
NVDA,2025-03-21,720.0,put,0.01,0.01,0.209606,1927,723,2025-03-05
GOOGL,2025-03-21,150.0,put,0.01,0.01,0.221844,543,64,2025-03-04
MSFT,2025-03-14,385.0,call,30.02,31.03,0.211232,375,23,2025-03-05
NVDA,2025-03-07,895.0,put,19.84,20.33,0.194391,1252,20,2025-03-05
GOOGL,2025-04-04,180.0,put,7.07,7.26,0.231275,398,76,2025-03-04
AAPL,2025-03-21,200.0,put,14.43,14.96,0.20113,64,20,2025-03-07
MSFT,2025-04-11,365.0,call,51.04,53.05,0.217317,565,143,2025-03-06
NVDA,2025-03-21,940.0,put,62.25,64.5,0.179838,267,45,2025-03-05
AAPL,2025-04-18,175.0,call,12.02,12.51,0.190237,242,94,2025-03-03
MSFT,2025-03-07,425.0,put,10.15,10.51,0.221176,70,17,2025-03-04
AMZN,2025-03-28,165.0,put,0.01,0.01,0.206578,1583,321,2025-03-06
NVDA,2025-03-28,895.0,call,9.69,9.98,0.203326,77,21,2025-03-07
MSFT,2025-04-18,455.0,call,1.85,1.93,0.214666,364,151,2025-03-06
AAPL,2025-04-11,220.0,put,32.98,34.74,0.209957,291,51,2025-03-03
GOOGL,2025-03-07,205.0,call,0.01,0.01,0.219978,93,26,2025-03-06
MSFT,2025-04-04,455.0,call,0.47,0.49,0.190261,999,399,2025-03-06
NVDA,2025-03-14,830.0,call,46.61,48.72,0.23252,1026,419,2025-03-03
MSFT,2025-04-18,435.0,call,5.38,5.57,0.207039,115,17,2025-03-04
NVDA,2025-04-11,1050.0,call,0.02,0.02,0.187693,120,12,2025-03-05
MSFT,2025-04-25,385.0,call,34.34,35.53,0.200516,116,5,2025-03-03
AMZN,2025-04-04,220.0,call,0.06,0.06,0.190269,755,116,2025-03-06
AAPL,2025-03-14,210.0,call,0.01,0.01,0.195689,713,91,2025-03-03
NVDA,2025-03-14,895.0,call,3.86,3.95,0.208222,88,15,2025-03-06
MSFT,2025-03-07,415.0,call,3.37,3.44,0.221139,88,20,2025-03-04
GOOGL,2025-03-28,145.0,put,0.01,0.01,0.203338,1007,551,2025-03-06
AMZN,2025-03-07,195.0,call,0.85,0.88,0.208893,103,33,2025-03-06
AAPL,2025-04-04,210.0,call,0.07,0.07,0.204502,1012,375,2025-03-06
NVDA,2025-03-21,745.0,put,0.01,0.01,0.202867,795,55,2025-03-05
NVDA,2025-03-28,765.0,put,0.06,0.06,0.218225,378,102,2025-03-07
AAPL,2025-03-07,220.0,call,0.01,0.01,0.207478,8274,4386,2025-03-03
AMZN,2025-03-14,185.0,call,10.18,10.59,0.217358,482,73,2025-03-05
MSFT,2025-03-28,405.0,call,15.25,15.69,0.207069,210,23,2025-03-04
AMZN,2025-04-11,195.0,put,4.78,4.88,0.217848,101,10,2025-03-06
AMZN,2025-04-25,155.0,put,0.01,0.01,0.204437,1744,135,2025-03-06
NVDA,2025-03-14,920.0,call,1.1,1.13,0.220881,443,70,2025-03-05
AMZN,2025-03-28,180.0,put,0.33,0.34,0.222,217,60,2025-03-04
NVDA,2025-04-25,855.0,put,14.73,15.09,0.198847,121,27,2025-03-03
AMZN,2025-04-25,180.0,call,16.63,17.17,0.186613,768,470,2025-03-05
NVDA,2025-03-28,700.0,put,0.01,0.01,0.22386,377,79,2025-03-05
AMZN,2025-03-21,155.0,call,39.26,41.38,0.21721,1102,398,2025-03-06
NVDA,2025-04-18,1005.0,call,0.5,0.45999999999999996,0.184728,181,17,2025-03-03
AAPL,2025-04-04,220.0,put,33.22,34.92,0.183988,786,200,2025-03-04
MSFT,2025-04-25,385.0,put,1.82,1.88,0.196182,78,19,2025-03-06
NVDA,2025-04-04,765.0,call,110.63,115.51,0.211644,429,73,2025-03-07
AMZN,2025-03-14,190.0,call,6.0,6.21,0.212512,2481,361,2025-03-04
AAPL,2025-04-11,215.0,call,0.01,0.02,0.179412,91,19,2025-03-07
NVDA,2025-04-25,810.0,put,4.21,4.36,0.207492,531,142,2025-03-07
GOOGL,2025-04-04,140.0,put,0.01,0.01,0.236045,2147,727,2025-03-05
MSFT,2025-03-21,445.0,put,29.08,30.3,0.218771,174,42,2025-03-03
AMZN,2025-03-14,170.0,put,0.01,0.01,0.226702,1129,172,2025-03-04
AAPL,2025-04-11,170.0,put,0.53,0.55,0.212872,267,52,2025-03-04
NVDA,2025-03-28,920.0,call,3.75,3.88,0.202889,37,4,2025-03-07
MSFT,2025-03-14,365.0,put,0.01,0.01,0.227514,961,636,2025-03-03
AMZN,2025-03-07,225.0,put,29.31,30.63,0.203338,182,15,2025-03-06
AAPL,2025-03-14,210.0,call,0.01,0.01,0.192976,294,80,2025-03-07
GOOGL,2025-03-28,210.0,call,0.01,0.01,0.178379,181,66,2025-03-04
AAPL,2025-03-07,220.0,put,33.94,35.94,0.21652,1382,527,2025-03-05
AAPL,2025-04-18,210.0,call,0.26,0.28,0.207608,818,300,2025-03-05
AAPL,2025-04-25,210.0,call,0.21,0.22,0.184108,1569,385,2025-03-05
NVDA,2025-04-04,700.0,put,0.01,0.01,0.226066,268,30,2025-03-05
AAPL,2025-03-21,150.0,call,34.2,36.41,0.212312,348,35,2025-03-06
MSFT,2025-03-21,490.0,call,0.01,0.01,0.211898,877,309,2025-03-07
GOOGL,2025-04-25,185.0,call,2.28,2.37,0.209649,666,47,2025-03-04
AAPL,2025-03-28,190.0,call,2.24,2.29,0.213769,705,71,2025-03-04
AMZN,2025-03-14,155.0,put,0.01,0.01,0.236327,539,86,2025-03-05
MSFT,2025-04-25,435.0,put,21.8,22.46,0.18504,105,19,2025-03-03
NVDA,2025-04-04,810.0,call,69.66,71.98,0.209644,143,7,2025-03-03
GOOGL,2025-04-25,145.0,call,30.1,32.01,0.211239,426,100,2025-03-04
AAPL,2025-04-04,170.0,put,0.25,0.26,0.195826,166,20,2025-03-04
GOOGL,2025-03-21,200.0,put,24.03,25.2,0.207112,337,48,2025-03-07
AMZN,2025-03-07,195.0,call,1.58,1.63,0.221942,42,2,2025-03-04
MSFT,2025-03-28,500.0,put,81.25,85.61,0.190685,2159,180,2025-03-05
MSFT,2025-03-21,455.0,call,0.11,0.11,0.201856,180,12,2025-03-05
NVDA,2025-04-18,1005.0,call,0.43,0.46,0.184532,131,37,2025-03-04
AMZN,2025-04-11,220.0,call,0.18,0.18,0.2002,129,61,2025-03-05
MSFT,2025-04-25,330.0,put,0.01,0.01,0.208603,361,203,2025-03-06
MSFT,2025-03-14,340.0,put,0.01,0.01,0.232871,865,674,2025-03-03
GOOGL,2025-03-14,160.0,put,0.01,0.01,0.227954,266,33,2025-03-06
AMZN,2025-03-14,190.0,call,6.13,6.29,0.211104,270,48,2025-03-03
NVDA,2025-03-14,855.0,call,26.52,27.56,0.231938,72,6,2025-03-03
MSFT,2025-05-02,395.0,put,5.02,5.23,0.217661,8214,1992,2025-03-07
NVDA,2025-04-25,1005.0,call,0.7,0.73,0.185967,3384,440,2025-03-05
AAPL,2025-04-11,215.0,put,28.3,29.68,0.182316,5074,141,2025-03-07
GOOGL,2025-04-18,195.0,put,18.63,19.43,0.173338,1282,88,2025-03-05
NVDA,2025-03-14,1050.0,put,168.35,178.49,0.217067,160,57,2025-03-03
MSFT,2025-04-25,355.0,call,61.24,64.03,0.20458,622,130,2025-03-05
NVDA,2025-03-21,855.0,call,27.41,28.14,0.197703,144,31,2025-03-05
AMZN,2025-03-14,210.0,put,14.53,15.09,0.212144,238,62,2025-03-07
NVDA,2025-03-28,985.0,call,0.13,0.13,0.197693,255,71,2025-03-06
AMZN,2025-04-04,230.0,put,33.12,34.94,0.16344,299,66,2025-03-04
MSFT,2025-04-25,365.0,call,51.96,54.38,0.207649,281,100,2025-03-03
NVDA,2025-03-14,855.0,put,5.32,5.45,0.22453,718,167,2025-03-03
AAPL,2025-04-04,205.0,put,0.0,19.7,0.193374,50,3,2025-03-04
NVDA,2025-04-04,765.0,put,0.33,0.34,0.225759,1587,190,2025-03-04
AMZN,2025-04-18,190.0,call,9.27,9.51,0.219262,692,402,2025-03-05
NVDA,2025-04-11,765.0,call,111.58,116.35,0.210206,174,22,2025-03-07
NVDA,2025-04-11,940.0,call,4.41,4.55,0.196204,446,62,2025-03-03
AAPL,2025-03-28,175.0,put,0.62,0.64,0.202066,1510,308,2025-03-03
AMZN,2025-03-28,160.0,put,0.01,0.01,0.214721,181,14,2025-03-06
NVDA,2025-03-07,855.0,call,21.22,21.79,0.229144,1177,655,2025-03-04
AAPL,2025-04-18,190.0,put,7.2,7.39,0.200818,315,77,2025-03-06
AAPL,2025-03-28,185.0,put,3.63,3.72,0.21044,1288,394,2025-03-04
AMZN,2025-04-04,215.0,put,18.89,19.64,0.171797,250,11,2025-03-07
NVDA,2025-04-11,985.0,call,0.75,0.78,0.195226,389,46,2025-03-05
MSFT,2025-04-11,475.0,put,56.3,59.34,0.194148,516,246,2025-03-06
GOOGL,2025-04-25,165.0,call,12.51,12.9,0.208707,1165,377,2025-03-03
NVDA,2025-03-07,1050.0,call,0.01,0.01,0.219414,283,57,2025-03-03
AMZN,2025-03-28,200.0,call,2.29,2.35,0.210132,120,27,2025-03-05
NVDA,2025-03-14,765.0,call,,113.85,0.214837,499,217,2025-03-06
MSFT,2025-03-21,475.0,put,57.79,60.27,0.218143,632,135,2025-03-06
NVDA,2025-03-28,855.0,call,32.34,33.17,0.218196,1320,884,2025-03-04
NVDA,2025-04-04,765.0,put,0.27,0.28,0.222674,316,132,2025-03-05
NVDA,2025-03-14,765.0,call,108.65,113.24,0.230682,397,2,2025-03-05
AAPL,2025-04-18,180.0,put,2.72,2.79,0.20684,31,5,2025-03-04
GOOGL,2025-03-28,150.0,put,0.01,0.01,0.211448,73,22,2025-03-05
AAPL,2025-04-25,170.0,call,16.56,17.24,0.202173,1218,75,2025-03-05
AMZN,2025-04-18,185.0,put,1.72,1.79,0.216413,53,24,2025-03-05
MSFT,2025-03-07,385.0,call,29.67,30.75,0.21947,447,27,2025-03-03
NVDA,2025-04-18,790.0,put,,1.63,0.206402,1013,181,2025-03-06
MSFT,2025-04-04,445.0,put,29.15,30.18,0.19737,257,9,2025-03-04
AAPL,2025-03-14,180.0,put,0.66,0.68,0.226275,2292,648,2025-03-06
AMZN,2025-04-18,165.0,put,0.05,0.05,0.214359,581,287,2025-03-03
GOOGL,2025-04-18,195.0,put,18.75,19.57,0.19149,625,49,2025-03-06
AAPL,2025-03-28,215.0,call,0.01,0.01,0.196665,312,119,2025-03-06
GOOGL,2025-03-07,160.0,call,14.7,15.43,0.209368,140,45,2025-03-04
NVDA,2025-03-21,940.0,put,62.57,64.78,0.19638,849,172,2025-03-07
NVDA,2025-03-14,765.0,put,0.01,0.01,0.226748,503,220,2025-03-05
AAPL,2025-03-21,170.0,call,15.07,15.67,0.206195,132,29,2025-03-07
GOOGL,2025-03-28,190.0,put,14.31,14.83,0.184539,377,34,2025-03-07
NVDA,2025-04-11,895.0,put,30.96,31.89,0.200615,792,96,2025-03-03
NVDA,2025-03-07,790.0,put,0.01,0.01,0.238447,180,23,2025-03-03
GOOGL,2025-03-21,190.0,call,0.17,0.18,0.216661,264,59,2025-03-03
AAPL,2025-04-11,160.0,call,25.38,26.53,0.22869,104,19,2025-03-03
AAPL,2025-04-25,215.0,put,27.88,29.16,0.175412,345,101,2025-03-03
NVDA,2025-04-11,790.0,put,0.99,1.02,0.200837,2434,516,2025-03-05
MSFT,2025-03-14,340.0,call,73.59,77.43,0.220051,1641,151,2025-03-03
AAPL,2025-03-14,190.0,put,5.81,5.98,0.237357,1899,413,2025-03-04
AMZN,2025-04-25,160.0,call,35.23,37.07,0.202693,927,73,2025-03-04
AMZN,2025-04-18,195.0,call,5.77,5.94,0.193145,98,25,2025-03-04
GOOGL,2025-03-14,190.0,call,0.01,0.01,0.202802,285,40,2025-03-07
NVDA,2025-04-25,875.0,put,19.92,20.52,0.177701,1113,53,2025-03-04
AMZN,2025-03-21,165.0,put,0.01,0.01,0.215267,230,69,2025-03-07
AAPL,2025-04-04,180.0,call,7.44,7.63,0.190159,519,164,2025-03-04
AAPL,2025-03-07,155.0,call,29.35,30.82,0.22216,323,37,2025-03-03
AAPL,2025-04-18,205.0,call,0.27,0.28,0.180054,668,176,2025-03-07
AAPL,2025-04-25,215.0,call,0.08,0.09,0.178987,200,8,2025-03-03
AMZN,2025-03-14,235.0,put,38.42,41.06,0.210255,31,15,2025-03-06
GOOGL,2025-04-18,155.0,put,0.2,0.2,0.214089,204,53,2025-03-06
AMZN,2025-03-21,175.0,put,0.0,0.02,0.208583,2639,778,2025-03-03
NVDA,2025-04-25,1030.0,put,143.21,152.86,0.17924,144,27,2025-03-05
AMZN,2025-03-28,175.0,call,20.18,20.97,0.20784,1194,164,2025-03-06
GOOGL,2025-03-14,190.0,put,14.53,15.06,0.194876,16,5,2025-03-06
MSFT,2025-03-14,405.0,call,12.05,12.34,0.210415,1068,262,2025-03-05
AMZN,2025-04-11,235.0,call,0.01,0.01,0.180029,140,16,2025-03-03
GOOGL,2025-03-28,185.0,call,0.54,0.56,0.195665,77,7,2025-03-07
GOOGL,2025-05-02,175.0,call,6.45,6.62,0.215525,1007,358,2025-03-07
GOOGL,2025-03-14,170.0,put,0.88,0.9,0.231243,49,9,2025-03-03
NVDA,2025-04-11,765.0,put,0.36,0.37,0.210546,229,62,2025-03-05
GOOGL,2025-04-18,190.0,call,0.69,0.72,0.188571,801,137,2025-03-05
NVDA,2025-03-21,745.0,put,0.01,0.01,0.216954,814,142,2025-03-03
GOOGL,2025-03-21,210.0,call,0.01,0.01,0.215886,1823,395,2025-03-03
NVDA,2025-03-14,1030.0,put,148.88,158.01,0.222514,784,135,2025-03-03
AAPL,2025-04-04,170.0,put,0.33,0.35,0.205292,1677,326,2025-03-03
AAPL,2025-03-14,180.0,call,5.96,6.19,0.20925,586,408,2025-03-03
AMZN,2025-04-04,205.0,call,0.76,0.78,0.167333,369,97,2025-03-07
AMZN,2025-04-18,210.0,put,14.56,15.13,0.194055,337,48,2025-03-04
NVDA,2025-04-04,700.0,call,173.18,182.37,0.195841,1694,371,2025-03-06
AAPL,2025-03-28,195.0,call,0.79,0.82,0.209318,388,54,2025-03-07
MSFT,2025-03-21,375.0,call,39.86,41.85,0.228963,58,11,2025-03-06
MSFT,2025-03-21,445.0,put,28.96,30.17,0.214451,845,359,2025-03-06
GOOGL,2025-04-25,185.0,put,10.72,11.09,0.206034,1224,248,2025-03-05
AAPL,2025-04-04,165.0,call,20.39,21.26,0.206119,901,114,2025-03-03
AAPL,2025-03-28,155.0,call,29.8,31.26,0.196908,779,126,2025-03-03
MSFT,2025-03-28,375.0,call,40.47,42.26,0.210462,4216,2045,2025-03-05
GOOGL,2025-04-25,210.0,call,0.01,0.01,0.175383,4230,1303,2025-03-07
GOOGL,2025-03-21,155.0,put,0.01,0.01,0.23823,469,211,2025-03-07
AAPL,2025-03-14,185.0,put,2.46,2.52,0.224744,428,158,2025-03-05
MSFT,2025-03-14,395.0,put,0.73,0.76,0.227598,114,11,2025-03-03
AMZN,2025-03-28,175.0,put,0.11,0.11,0.22616,460,39,2025-03-04
AAPL,2025-04-25,190.0,call,4.12,4.24,0.208043,51,17,2025-03-04
AAPL,2025-03-14,160.0,put,0.01,0.01,0.217461,39,10,2025-03-07
MSFT,2025-04-18,375.0,put,1.05,1.08,0.217382,481,265,2025-03-04
AAPL,2025-04-04,170.0,call,15.6,16.37,0.203758,189,34,2025-03-05
NVDA,2025-04-25,965.0,put,83.35,87.44,0.174633,981,172,2025-03-03
MSFT,2025-04-04,375.0,put,0.29,0.3,0.20437,221,54,2025-03-06
NVDA,2025-03-14,810.0,call,65.26,67.4,0.228738,424,246,2025-03-04
GOOGL,2025-03-28,180.0,call,1.93,1.98,0.202913,76,8,2025-03-03
NVDA,2025-03-28,940.0,call,1.77,1.84,0.200461,335,14,2025-03-05
MSFT,2025-04-18,435.0,put,21.83,22.55,0.193576,564,89,2025-03-03
GOOGL,2025-05-02,140.0,put,0.03,0.03,0.235563,43,13,2025-03-07
MSFT,2025-04-18,330.0,put,0.01,0.01,0.215718,136,24,2025-03-07
MSFT,2025-04-18,445.0,put,29.04,30.18,0.184666,860,31,2025-03-05
AMZN,2025-03-28,155.0,put,0.01,0.01,0.225356,914,85,2025-03-07
NVDA,2025-04-25,700.0,call,175.52,184.65,0.201308,222,41,2025-03-03
AMZN,2025-04-04,200.0,call,3.04,3.12,0.217214,30,1,2025-03-05
GOOGL,2025-03-07,200.0,put,24.43,25.46,0.220327,481,72,2025-03-05
AAPL,2025-04-04,150.0,call,34.77,36.5,0.20536,187,35,2025-03-04
AMZN,2025-04-04,170.0,call,25.19,26.36,0.204276,261,18,2025-03-03
GOOGL,2025-03-28,150.0,call,24.94,26.1,0.223198,517,33,2025-03-03
MSFT,2025-04-25,385.0,call,34.29,35.62,0.204275,290,64,2025-03-04
MSFT,2025-03-28,445.0,put,29.02,30.25,0.206295,417,132,2025-03-05
GOOGL,2025-03-14,195.0,call,0.01,0.01,0.194381,5275,2172,2025-03-04
AAPL,2025-04-11,205.0,call,0.3,0.31,0.196681,1039,328,2025-03-05
AAPL,2025-03-21,180.0,call,6.83,7.02,0.221012,506,12,2025-03-03
MSFT,2025-04-25,445.0,put,30.22,31.26,0.20837,1358,442,2025-03-07
AAPL,2025-03-14,195.0,call,0.19,0.2,0.197832,155,37,2025-03-03
NVDA,2025-04-11,875.0,put,20.62,21.04,0.205664,214,29,2025-03-04
NVDA,2025-04-11,965.0,put,84.79,88.13,0.186013,3017,821,2025-03-05
AMZN,2025-04-11,200.0,put,6.71,6.91,0.185681,1024,135,2025-03-07
MSFT,2025-04-11,490.0,put,70.81,74.25,0.166034,78,20,2025-03-05
AAPL,2025-03-21,155.0,call,29.63,31.05,0.226341,69,3,2025-03-05
AMZN,2025-04-18,200.0,put,7.42,7.61,0.197456,298,27,2025-03-04
AMZN,2025-03-07,220.0,put,24.33,25.43,0.21445,478,59,2025-03-03
NVDA,2025-03-21,790.0,call,85.29,88.63,0.20743,656,165,2025-03-04
AMZN,2025-04-18,205.0,call,2.14,2.2,0.194002,215,38,2025-03-03
MSFT,2025-04-11,385.0,call,32.39,33.49,0.188446,2042,35,2025-03-05
AMZN,2025-04-11,205.0,put,10.01,10.29,0.170123,1107,300,2025-03-07
AMZN,2025-04-04,170.0,call,25.16,26.31,0.188852,65,15,2025-03-04
NVDA,2025-03-14,1005.0,put,126.28,131.79,0.197521,52,14,2025-03-07
GOOGL,2025-03-07,160.0,call,15.49,14.68,0.212322,1080,81,2025-03-03
NVDA,2025-04-11,765.0,call,111.63,116.52,0.19443,230,25,2025-03-05
GOOGL,2025-04-25,160.0,call,16.55,17.12,0.209879,3613,234,2025-03-04
NVDA,2025-03-21,1050.0,put,168.66,177.32,0.181131,17,3,2025-03-07
AMZN,2025-03-21,190.0,put,1.28,1.32,0.213951,342,105,2025-03-06
AMZN,2025-03-07,190.0,call,5.04,5.19,0.214397,1023,159,2025-03-05
NVDA,2025-04-25,875.0,call,29.04,29.78,0.202816,352,33,2025-03-05
AAPL,2025-03-21,180.0,call,6.46,6.62,0.214235,853,440,2025-03-06
MSFT,2025-03-14,455.0,call,0.02,0.02,0.207374,2233,368,2025-03-04
AMZN,2025-04-11,175.0,put,0.39,0.41,0.23963,1076,385,2025-03-06
AMZN,2025-04-18,220.0,put,23.31,24.43,0.1875,663,377,2025-03-04
MSFT,2025-03-14,355.0,call,59.11,61.67,0.220173,282,99,2025-03-06
AAPL,2025-03-14,150.0,put,0.01,0.01,0.257379,831,111,2025-03-04
AAPL,2025-03-28,210.0,call,0.02,0.02,0.195432,970,137,2025-03-04
AAPL,2025-04-18,150.0,call,34.99,36.79,0.216705,130,50,2025-03-06
GOOGL,2025-04-18,200.0,put,23.44,24.44,0.198296,1599,822,2025-03-04
NVDA,2025-04-18,920.0,put,47.76,49.95,0.197024,607,132,2025-03-06
MSFT,2025-03-28,365.0,call,50.25,52.35,0.207979,474,211,2025-03-03
GOOGL,2025-03-14,160.0,put,0.01,0.01,0.202121,321,157,2025-03-04
NVDA,2025-03-28,790.0,put,0.37,0.38,0.210638,607,140,2025-03-05
NVDA,2025-04-04,1050.0,call,0.03,0.03,0.21089,1927,442,2025-03-04
AMZN,2025-04-04,180.0,put,0.34,0.35,0.204664,282,44,2025-03-06
NVDA,2025-04-18,940.0,put,64.37,66.87,0.208655,3380,1038,2025-03-07
MSFT,2025-04-25,365.0,put,0.43,0.44,0.203656,657,117,2025-03-05
AMZN,2025-04-04,180.0,call,15.74,16.37,0.191378,339,23,2025-03-04
NVDA,2025-03-07,1030.0,put,150.76,158.67,0.18366,558,144,2025-03-05
NVDA,2025-03-28,810.0,put,0.87,0.91,0.200679,454,50,2025-03-06
AMZN,2025-03-21,175.0,call,19.88,20.81,0.212651,1218,228,2025-03-07
AAPL,2025-04-18,220.0,put,32.9,34.54,0.182812,1039,299,2025-03-06
MSFT,2025-04-04,435.0,call,3.02,3.16,0.205192,353,24,2025-03-07
NVDA,2025-04-25,1030.0,call,0.28,0.29,0.183057,639,183,2025-03-03
AAPL,2025-04-04,175.0,put,0.82,0.85,0.210294,378,195,2025-03-07
AMZN,2025-03-21,170.0,put,0.01,0.01,0.21036,36,9,2025-03-03
MSFT,2025-03-21,445.0,call,0.73,0.75,0.222391,1600,550,2025-03-04
NVDA,2025-03-28,810.0,call,67.29,69.44,0.202394,887,377,2025-03-06
AAPL,2025-03-28,150.0,call,34.61,36.41,0.203526,61,26,2025-03-03
NVDA,2025-03-07,875.0,call,5.26,5.55,0.204604,424,17,2025-03-05
MSFT,2025-04-11,435.0,call,3.87,3.98,0.202053,1461,8,2025-03-07
AMZN,2025-03-07,235.0,call,0.01,0.01,0.218285,93,12,2025-03-03
AMZN,2025-03-28,165.0,call,29.81,31.33,0.220616,1298,207,2025-03-03
AMZN,2025-03-28,185.0,put,0.88,0.9,0.215058,265,69,2025-03-03
GOOGL,2025-04-11,145.0,call,30.07,31.48,0.196974,71,5,2025-03-03
MSFT,2025-04-18,395.0,call,25.51,26.38,0.202193,157,78,2025-03-04
AMZN,2025-03-21,200.0,put,5.91,6.09,0.206077,463,114,2025-03-07
GOOGL,2025-03-14,210.0,put,35.71,33.71,0.176728,393,183,2025-03-04
NVDA,2025-03-28,810.0,put,1.68,1.74,0.222598,229,7,2025-03-04
NVDA,2025-04-11,1030.0,put,145.97,153.76,0.188136,544,325,2025-03-05
GOOGL,2025-03-28,205.0,put,28.41,30.25,0.174357,1188,392,2025-03-04
AAPL,2025-04-18,180.0,call,8.41,8.68,0.190392,536,108,2025-03-03
GOOGL,2025-04-11,175.0,call,4.76,4.87,0.194088,594,71,2025-03-04
AMZN,2025-03-07,230.0,put,34.06,35.75,0.222583,48,13,2025-03-04
NVDA,2025-04-11,965.0,call,2.19,2.27,0.205949,145,16,2025-03-04
AAPL,2025-04-25,150.0,call,35.04,37.14,0.222995,161,44,2025-03-04
AAPL,2025-03-07,180.0,put,0.23,0.24,0.221602,1105,24,2025-03-03
NVDA,2025-03-07,985.0,put,107.25,111.67,0.222803,54,10,2025-03-03
NVDA,2025-04-04,720.0,call,0.0,162.02,0.210138,313,2,2025-03-03
AAPL,2025-04-04,150.0,call,34.53,36.7,0.20179,809,50,2025-03-05
AAPL,2025-03-07,155.0,put,0.01,0.01,0.247133,1164,343,2025-03-06
NVDA,2025-04-04,1030.0,call,0.08,0.08,0.208907,3147,669,2025-03-04
